timestamp,open,high,low,close,volume,mean,date,RSI,local_minima_pos_first,local_minima_pos_last,local_minima_price_first,local_minima_price_last,local_minima_rsi_first,local_minima_rsi_last,slope_price,slope_rsi,Signal_Divergenge,price_forward_5,price_forward_10,price_change_5,price_change_10,return_5,return_10,hold_out_return_5,hold_out_return_10,strategy_return_5,strategy_return_10,cum_strategy_return_5,cum_strategy_return_10,cum_hold_out_return_5,cum_hold_out_return_10,strategy_return,cum_strategy_return,drawdown,winning_trade,losing_trade
2022-01-01 06:32:00,47123.23,47129.99,47112.91,47118.69,4.28,47121.45,2022-01-01 06:32:00,27.48776088637102,347.0,387.0,47215.44,47150.604999999996,22.285957478303686,23.290131168020366,-1.6208750000001602,0.025104342242917,1,47150.48,47185.02,31.790000000000873,66.32999999999447,0.0006746791984242531,0.0014077216493071957,0.0006746791984242531,0.0014077216493071957,0.0006746791984242531,0.0014077216493071957,1.0006746791984242,1.0014077216493071,1.0535558475225093,1.1099151374800489,0.0006746791984242531,1.0006746791984242,0.0,True,False
2022-01-01 06:54:00,47038.46,47052.97,47031.32,47041.23,4.008,47042.145000000004,2022-01-01 06:54:00,33.5416124273203,385.0,409.0,47153.11,47081.96,22.244820134742255,31.86805433056989,-2.964583333333394,0.40096809149281815,1,46979.62,47044.24,-61.61000000000058,3.0099999999947613,-0.0013097021485195131,6.398642212362987e-05,-0.0013097021485195131,6.398642212362987e-05,-0.0013097021485195131,6.398642212362987e-05,0.999364093421109,1.0014717981465024,1.0425030239546942,1.0789695661188017,-1.3493583968485062e-05,1.0006611765106153,-1.3502687808975011e-05,False,True
2022-01-01 06:55:00,47042.56,47051.71,47034.84,47046.99,3.457,47043.274999999994,2022-01-01 06:55:00,34.625234761822355,385.0,410.0,47153.11,47059.345,22.244820134742255,27.751481144791796,-3.750599999999977,0.22026644040198165,1,47000.0,47019.68,-46.98999999999796,-27.30999999999767,-0.0009987886578928422,-0.0005804834698244813,-0.0009987886578928422,-0.0005804834698244813,-0.0009987886578928422,-0.0005804834698244813,0.9983659398994946,1.0008904603221829,1.0414617837585494,1.078343242121226,-1.3493583968485062e-05,1.0006476740050059,-2.7005193418361273e-05,False,True
2022-01-01 06:56:00,47047.0,47075.63,47045.54,47071.47,3.754,47060.585,2022-01-01 06:56:00,33.587720058972124,385.0,410.0,47153.11,47059.345,22.244820134742255,27.751481144791796,-3.750599999999977,0.22026644040198165,1,46947.02,47042.01,-124.45000000000437,-29.459999999999127,-0.0026438519978238275,-0.000625856808805825,-0.0026438519978238275,-0.000625856808805825,-0.0026438519978238275,-0.000625856808805825,0.9957264081147321,1.0002640462127215,1.0387083129409023,1.0776683536609148,-1.3493583968485062e-05,1.0006341716815939,-4.050751683037923e-05,False,True
2022-01-01 06:57:00,47071.48,47113.18,47071.47,47100.09,36.0,47092.325,2022-01-01 06:57:00,39.168537502366185,385.0,412.0,47153.11,47067.515,22.244820134742255,38.05842970176536,-3.1701851851852285,0.585689243223078,1,46967.4,47012.89,-132.68999999999505,-87.19999999999709,-0.0028171920690596357,-0.0018513765048006722,-0.0028171920690596357,-0.0018513765048006722,-0.0028171920690596357,-0.0018513765048006722,0.9929212555748381,0.9984121808589663,1.035782072119619,1.0756731837909796,-1.3493583968485062e-05,1.0006206695403765,-5.400965804769342e-05,False,True
2022-01-01 06:59:00,47092.84,47092.84,46940.0,46979.62,67.94,47016.42,2022-01-01 06:59:00,24.608709850480864,385.0,413.0,47153.11,47056.104999999996,22.244820134742255,35.248027057496955,-3.464464285714452,0.4644002472412393,1,47044.24,46957.21,64.61999999999534,-22.410000000003492,0.0013754900529207206,-0.00047701535261467613,0.0013754900529207206,-0.00047701535261467613,0.0013754900529207206,-0.00047701535261467613,0.9942870088852149,0.9979359229204591,1.0350505596256914,1.071787527789497,0.0013754900529207206,1.0019970133180762,0.0,True,False
2022-01-01 07:00:00,46979.61,47000.0,46966.14,47000.0,9.87,46983.07,2022-01-01 07:00:00,29.050795042808844,385.0,413.0,47153.11,47056.104999999996,22.244820134742255,35.248027057496955,-3.464464285714452,0.4644002472412393,1,47019.68,46955.14,19.68000000000029,-44.86000000000058,0.00041872340425532536,-0.0009544680851063953,0.00041872340425532536,-0.0009544680851063953,0.00041872340425532536,-0.0009544680851063953,0.9947033401263823,0.9969834249310503,1.0354839595195944,1.0707645408002069,0.00041872340425532536,1.0024165729185466,0.0,True,False
2022-01-01 07:01:00,46999.99,47000.0,46930.03,46947.02,28.97,46965.015,2022-01-01 07:01:00,33.542954593901996,385.0,413.0,47153.11,47056.104999999996,22.244820134742255,35.248027057496955,-3.464464285714452,0.4644002472412393,1,47042.01,46949.5,94.99000000000524,2.4800000000032014,0.002023344612714614,5.282550415347346e-05,0.002023344612714614,5.282550415347346e-05,0.002023344612714614,5.282550415347346e-05,0.9967159677708763,0.9970360910831049,1.0375791004106407,1.0708211044769043,0.002023344612714614,1.0044448070910572,0.0,True,False
2022-01-01 07:02:00,46947.03,46993.81,46943.45,46967.4,7.113,46968.63,2022-01-01 07:02:00,37.4900674134259,385.0,413.0,47153.11,47056.104999999996,22.244820134742255,35.248027057496955,-3.464464285714452,0.4644002472412393,1,47012.89,46966.95,45.48999999999796,-0.4500000000043656,0.0009685441391262442,-9.581113708750444e-06,0.0009685441391262442,-9.581113708750444e-06,0.0009685441391262442,-9.581113708750444e-06,0.9976813311798344,0.9970265383669444,1.0385840415672234,1.0708108448181406,0.0009685441391262442,1.0054176562220412,0.0,True,False
2022-01-01 07:10:00,46957.2,46974.52,46941.8,46955.14,8.57,46958.16,2022-01-01 07:10:00,37.82165365046741,385.0,422.0,47153.11,46968.63,22.244820134742255,37.4900674134259,-4.985945945946033,0.41203371023469304,1,46992.38,47043.92,37.23999999999796,88.77999999999884,0.0007930974116997194,0.0018907408219845333,0.0007930974116997194,0.0018907408219845333,0.0007930974116997194,0.0018907408219845333,0.9984725896612942,0.9989116571436368,1.032963726260666,1.0733870113780248,0.0007930974116997194,1.006215050362868,0.0,True,False
